comment,cleaned_comment,predicted_sentiment
Gibran gua akuin keren kali ini anak muda yg d sepelekan d REMEHKAN tak buat mental nya rapu dan teruji maju trs anak muda BG gibran trs lah buktikan dan patahkan prediksi org2 KARNA begitulah jiwa muda energik bersemangat kerenn dan penuh kejutan meski kau d remehkan d rendahkan d cemooh kmu warna baru maju maju,gua akuin keren kali ini anak muda sepele remeh tak buat mental nya rapu dan uji maju trs anak muda gibran trs lah bukti dan patah prediksi org karna begitu jiwa muda energik semangat kerenn dan penuh kejut meski kau remeh rendah cemooh kmu warna baru maju maju,positive
"Hampir ingin pinda pilihan karna hujatan pembuli dan buzzerp yg menjatukan Gibran. 
Tp malam ini, sy makin yakin utk katakan Gibran itu layak bagi persiapan Indonesia Emas.
Hatiku campur aduk lihat Mas Gibran menguasai panggung.. 
Teruslah Berjuang anak mudah. Ayahmu telah membangun podasi bangsa ini. Kini kau datang dg bahu yg kuat untk membangun Impian kami rakyat jelata dan impian Ayahmu🙏🙏🙏🙏",ingin pinda pilih karna hujat pembuli dan buzzerp menjatukan malam ini makin yakin utk kata itu layak bagi siap campur aduk lihat kuasa panggung anak mudah telah bangun podasi bangsa ini kau datang bahu kuat untk bangun kami rakyat jelata dan impi,positive
Apa sih maksdnya imin😂😂😂,sih maksdnya imin,positive
Program apapun yg d ucapkan semua paslon tergantung dari PUTUSAN anggota dewan DPR PUSAT.... JNG MIMPI SIANG BOLONG....!!!!,apa ucap semua paslon gantung dari putus anggota dewan dpr pusat jng mimpi siang bolong,positive
Gibran mantap 👍🏻,mantap,positive
Prabowo - Gibran satu putaran 👌,satu putar,positive
All in Prabowo-gibran❤️,gibran,positive
Saya siap pilih gibran,siap pilih gibran,positive
1 2 3  amiiiiinnnnnnn😊😊😊😊,amiiiiinnnnnnn,positive
Mantap bapak KPU yg berwibawa santun👍👍,bapak kpu wibawa santun,positive
Gibran is the best,the best,positive
Damai Natal bersamamu Gibran,sama,positive
Goat!!!! Gibran gokil❤,gokil,positive
Gibran sama kaya bapak nya jadi gk bakal jauh cara mimpin nya kita pengen yg lebih baik lagi,sama kaya bapak nya jadi bakal jauh cara mimpin nya kita ken lebih baik lagi,positive
"Gibran tooooppp,,,",tooooppp,positive
akan ku lakukan untuk pak prabowo akan ku berikan suara untukmu asal jangan kau pergi tinggalkan aku kumohon pdamu.  bissmilah 2024 prabowo gibran presidennya aamiin aamiin yarabbalalamin,akan laku untuk pak prabowo akan ikan suara untuk asal jangan kau pergi tinggal aku mohon pdamu bissmilah prabowo gibran presiden aamiin aamiin yarabbalalamin,positive
Salam 3 jari,jari,positive
Mantap gass Gibran,gass,positive
Gibran real Mbah Semar d dunia nyata..,real dunia nyata,positive
No 1 aamin,aamin,positive
Sebagai pengusaha sy pingin tau 23% pajak gibran itu diambil dr apa??? Krn memang sensitif bagi pengusaha. Knp gibran tdk jawab.,usaha pingin tau pajak gibran itu ambil apa memang sensitif bagi usaha gibran tdk jawab,positive
"Yg bisanya menghina nyinyir sindir""Abaikaaaan..maju terus semangat aku mendukung mu mas gibran❤ no 2 mantaaap",bisa hina nyinyir sindirmaju terus semangat aku dukung mas gibran mantaaap,positive
Semakin mantap pilihan ku 02,mantap pilih,positive
PrBowo Gibran 🫰,prbowo,positive
ALLIN PRABOWO-GIBRAN,allin prabowogibran,positive
Saatnya yang tua mengakui keunggulan yang muda.,yang tua aku unggul yang muda,positive
"Kok membaca ya Pak Muhaimin🤣🤣
Kayaknya menghapal tuh..dikit² lirik catatan.",baca menghapal tuhdikit lirik catat,positive
Inilah hidup harus balance ketuanya tua yg wakilnya muda.. semangatt pemilu sehat 👍👍👍,hidup harus balance ketua tua wakil muda semangatt milu sehat,positive
"Liat Pas terakhir Pak Imin dan Pak Mahfud angkat tangan Mas Gibran seolah-olah mendungkungnya,, jadi senyum2 sendiri😂",akhir dan angkat tangan seolaholah mendungkungnya jadi senyum sendiri,positive
Gak banyak omong tpi cerdas dan gagasanya menyakinkan❤❤❤,banyak omong tpi cerdas dan gagasanya menyakinkan,positive
Mantap no 2 yes Prabowo Gibran ❤❤❤❤,yes,positive
33nya tidak berkualitas,nya tidak kualitas,positive
1 3 nyambung 2 aneh sendiri wkwk 😢,nyambung aneh sendiri wkwk,positive
Tetap mas gibran calon pemimpin muda masa depan ..orang cerdas tetap gak banyak bicara tapi banyak karya...,mas gibran calon pimpin muda masa depan orang cerdas tetap gak banyak bicara tapi banyak karya,positive
"Banyk orang yg ngejudge dan menyepelekan gibran,tp siapa sangka dia bs dngan tegas dan lugas menyampaikan visi dan misi ny,smoga kelak indonesia bs lebih baik dan lbih maju,utamakan pendidikan brantas kemiskinan agar indonesia bs di pimpin oleh generasi yg pintar dan cerdas",orang ngejudge dan sepele gibrantp siapa sangka dia dngan tegas dan lugas sampai visi dan misi nysmoga kelak indonesia lebih baik dan lbih majuutamakan didik brantas miskin agar indonesia pimpin oleh generasi pintar dan cerdas,positive
gibran i love,gibran love,positive
"Sepanjang debat salfok banget sama gaya Gibran yg plek ketiplek bapaknya banget😅😅, tapi saya syukak",debat salfok banget sama gaya plek ketiplek bapak banget tapi saya syukak,positive
Gibran seperti didampingi ratu laut kidul,seperti damping ratu laut kidul,positive
😂😂20 persen.  sisanya ngutang ke china ya,persen sisa ngutang china,positive
Lucu masyarakat ini ya plin plan wkwkwk,masyarakat ini plin plan wkwkwk,positive
Jawaban mas Gibran lebih berbobot jadi sy tetap dengan pilihan sy no 2 yes,mas lebih bobot jadi tetap dengan pilih yes,positive
"Tetep nomor 2, PDI waktu nya istirahat dulu nggeh",nomor pdi waktu nya istirahat dulu nggeh,positive
Used earphone is the key..,earphone the key,positive
No1 pintar sekali mengarang,pintar sekali arang,positive
Gibran anak muda yg bermutu salit sama penerus jokowi,anak muda mutu salit sama terus jokowi,positive
Ternyata   jagonya   debat  cuma   gibran  . Ternyata  memang   sdh   saatnya  indonesia   dipimpin   anak  muda- muda .,jago debat cuma gibran memang sdh saat indonesia pimpin anak muda muda,positive
"Keren🎉,semuanya keren dan wajib dipilih kalau benar benar bisa terjadi,jadi pilih yang masuk akal saja",semua keren dan wajib pilih kalau benar benar bisa terjadijadi pilih yang masuk akal saja,positive
"Sudah saatnya kaum muda yg memimpin,orang tua hanya memantau",saat kaum muda memimpinorang tua hanya pantau,positive
Lihat telinga kanan Gibran.... Ada mentornya🤣🤣🤣,telinga kanan mentor,positive
Hebat pak gibran,pak gibran,positive
Hukum yg msh blm adil,msh blm adil,positive
Prabowo gilbran yes,gilbran yes,positive
no ✌️ tetap jadi pilahan ku,tetap jadi pilah,positive
Prabowo Gibran🥰 Sulawesi Utara hadir😍,hadir,positive
Terus terang Mas gibran anak muda  berkualitas dibandingkan dengan cawapres paslon lainnya yg lebih senior maaantaaap Mas gibran,terang gibran anak muda kualitas banding dengan cawapres paslon lain lebih senior maaantaaap gibran,positive
"Smua visi misi Capres dan cawapres baik untuk masyarakat namun sayang nya tidak brjlan semestinya, semoga visi ada prtambahan siapapun yg trplih untuk lebih memperketat pengawasan ke instansi pusat hingga daerah,agar brjalan baik sesuai sasaran dan program",visi misi dan cawapres baik untuk masyarakat namun sayang nya tidak brjlan mesti moga visi ada prtambahan siapa trplih untuk lebih ketat awas instansi pusat hingga daerahagar brjalan baik sesuai sasar dan program,positive
Nomor 2 tetap d hati,tetap hati,positive
Mas Gibran donk..debat tnpa mnjatuhkan,donkdebat tnpa mnjatuhkan,positive
RACETTO KABEHHHH..!,racetto kabehhhh,positive
Gibran klo menang akan jdi penerus plonga plongo mempersulit Rakyat,klo menang akan jdi terus plonga plongo sulit,positive
"02 dan 03 adu debat, 01 lg bacain dongeng sebelum tidur 😭😭😭",dan adu debat bacain dongeng belum tidur,positive
mantul,mantul,positive
"Niihh anak muda yg orang-orang tua dan aki-aki bilang suka pelanga pelongo gak ada isinya,, lihat kalai ini Gibran membuktikan kualitas anak muda itu,, ketarr ketir kan luu para aki-aki dan bapak-bapak yg udah mau habis masanya yg suka mengoleksi perekonomian hanya untuk kepentingan keluarga saja😂",anak muda orangorang tua dan akiaki bilang suka pelanga longo gak ada isi lihat kalai ini bukti kualitas anak muda itu ketarr tir kan luu para akiaki dan bapakbapak udah mau habis masa suka koleksi ekonomi hanya untuk penting keluarga saja,positive
Hidup bang gibran.....,bang gibran,positive
"Bansos secukupnya saja , rakyat jangan kasih makan terus tapi kasih caranya cari makan . 
Terlalu banyak bansos akan membuat rakyat malas dan tidak sadar kenyataan lebih baik dana bansos untuk membangun area industri  , perikanan , pertanian lokal .  disertai mediasi dan edukasi yang matang . 

Percayalah jika yang diturunkan bansos maka yang terbantu bukan kita masyarakat tapi malah para pejabat . Nyatanya bansos , subsidi dan bantuan materi lainnya datanya tidak jelas .",cukup saja rakyat jangan kasih makan terus tapi kasih cara cari makan banyak bansos akan buat rakyat malas dan tidak sadar nyata lebih baik dana bansos untuk bangun area industri ikan tani lokal serta mediasi dan edukasi yang matang jika yang turun bansos maka yang bantu bukan kita masyarakat tapi malah para jabat bansos subsidi dan bantu materi lain data tidak jelas,positive
"Prabowo tegas
Gibran cerdas...",tegas cerdas,positive
Salut sama mas gibran.. Umur semuda it sudah menjadi kontestan Cawapres.,sama mas gibran muda sudah jadi kontestan,positive
"Mas gibran keren sekali❤❤. Kalo ga liat videonya suara dan cara bicaranya mirip bgt sama pakde, closing statement bikim terharu😢",gibran keren sekali liat video suara dan cara bicara mirip bgt sama pakde closing statement bikim haru,positive
"kesini karena penasaran terjemahan bahasa isyarat untuk kata ""slepet""",kesini karena penasaran terjemah bahasa isyarat untuk kata slepet,positive
"bapak haji prabowo dan gibran
semoga menang
pak prabowo jadilh pemipinku yg abadi selama2nya",bapak haji prabowo dan gibran moga menang pak prabowo jadilh pemipinku abadi lama,positive
"Kita jgn menilai dr umurx,walau umur msh muda tp pemikiranx utk kemajuan bangsa ini tdk di ragukan saya salut buat Gibran ttp semangat walau baxak yg meremehkan,tp sy yakin yg di remehkan itu pst aka mndapat pujian.",jgn nilai umurxwalau umur msh muda pemikiranx utk maju bangsa ini tdk ragu saya salut buat ttp semangat walau baxak meremehkantp yakin remeh itu pst aka mndapat puji,positive
Saatnya yang muda untuk berkarya&INDONESIA perlu REGENERASI disamping kolaborasi dengan yg SENIOR,yang muda untuk berkaryaindonesia perlu regenerasi samping kolaborasi dengan senior,positive
Skrng saya sudah tau mana yg hebat mana yg tidak saya relawan siluman tampa embel2 apapun.962 surabaya madura anggota relawan siluman siap untuk mendukung prabowo gibran...,saya sudah tau mana hebat mana tidak saya rawan siluman tampa embel apa surabaya madura anggota rawan siluman siap untuk dukung prabowo gibran,positive
"Hhhhh Paimin keok,,, sama mas Gibran,,, janji muluk muluk ternyata kacangan😂",keok sama mas janji muluk muluk nyata kacang,positive
Mas gibran ingsa allh mnang si orang ramah kya bapanya,gibran ingsa allh mnang orang ramah kya bapa,positive
Mantap Gibran anak muda yg dibangga dan cerdas,anak muda bangga dan cerdas,positive
Janji lagi wkwk,lagi wkwk,positive
Lebih layak Pak Mahfud yg jadi Capres dibanding si Pendongeng handal wkwk,layak jadi banding handal wkwk,positive
"Capres no urut 1 jadi wakilnya aja, malahlebih bagus cawapres nya kalo ngomong yg setuju angkat ✋",urut jadi wakil aja malahlebih bagus cawapres nya kalo ngomong tuju angkat,positive
Makin yakin anak hokage benar benar masih bocah,yakin anak hokage benar benar masih bocah,positive
Lovee pak gibrannn,pak gibrannn,positive
Keren sekali gibran. Luar biasa hebat.🤟🤟,sekali gibran biasa hebat,positive
Q dukung pak ganjar pak mahfut the best,dukung pak ganjar pak mahfut the best,positive
"Apa sih no 2 gk beretika, menyindir mulu lebih sopan dong",sih etika sindir mulu lebih sopan dong,positive
Garang juga gibran. Harusnya lawanya anis sama ganjar jadi imbang sama2 jadi pemimpin Di pemerintahan,juga gibran lawa anis sama ganjar jadi imbang sama jadi pimpin perintah,positive
Paslon no 2 mirip bapak Jokowi yaa,mirip bapak yaa,positive
pak mahfud...terlalu panjang kesimpulannya....itu visi misi bukan kesimpulan,pak mahfudterlalu panjang kesimpulannyaitu visi misi bukan simpul,positive
"Sangat menggemparkan gibran, dri awal saya tau, tidak mungkin, dia nyawapress, klo tidak memiliki kemampuan, dalam segi berfikir dan wawasan yg luas, strategi utk mengembangkan dan memajukan Indonesia emas... Inilah Yg saya tunggu tunggu akhirnya dia membuktikannya, tinggal menunggu hasilnya nanti mantappp  semangat maju terus gibran",gempar gibran dri awal saya tau tidak mungkin dia nyawapress klo tidak milik mampu dalam segi berfikir dan wawas luas strategi utk kembang dan maju emas saya tunggu tunggu akhir dia bukti tinggal tunggu hasil nanti mantappp semangat maju terus gibran,positive
"Tetap pilih 01 Pk. Anis dn Cak imin 
INSYAA ALLAH DI RIDHOI ALLAH 
Aamiin ya Allah",pilih imin insyaa allah ridhoi allah,positive
Cak imin hanya ambisi janji manis.. Tidak konsisten...,imin hanya ambisi janji manis konsisten,positive
dari debat cawapres ini terbukti bahwa cawapres muda sangat berkualitas cara berpikirnya dibandingkan cawapres yg lebih tua,dari debat cawapres ini bukti bahwa cawapres muda sangat kualitas cara pikir banding cawapres lebih tua,positive
Semakin yakin 01 ❤️,yakin,positive
The slepet akwokwokw,slepet akwokwokw,positive
Ghibran knp cerdas bgt yak...😮,knp cerdas bgt yak,positive
Gak percaya saya 32:25  pak gus muhaimin bisa nurun kn bahan pangan,percaya saya pak gus muhaimin bisa nurun bahan pangan,positive
Debat kli ini ga ada seru2 nya kaya orang ngobrol..,kli ini ada seru nya kaya orang ngobrol,positive
"Untuk capres 2024 harusnya di wajibkan memiliki sosial media yang bisa menampung keluh kesah warga, dan harus punya tim yang menanggapi semuanya.",capres harus wajib milik sosial media yang bisa tampung keluh kesah warga dan harus punya tim yang tanggap semua,positive
Cak imin ngaco kalo ngomong hahahah,imin ngaco kalo ngomong hahahah,positive
"yah nnti klo udh jadi jga pada lupa apa itu yg namanya visi misi

ak g milih sopo2
wong tani g tau diopeni

tidak sedikit para pejabat yg dididik dan dibesarkan dari keringat para petani

dan jga sangat banyak hampir 99,9% smua kalangan orang indonesia makan nya juga hasil dari keringat petani",yah nnti klo udh jadi jga pada lupa apa itu nama visi misi milih sopo wong tani tau open tidak sedikit para jabat didik dan besar dari keringat para tani dan jga sangat banyak hampir smua kalang orang indonesia makan nya juga hasil dari keringat tani,positive
"Ini baru debat, saling sikut... I ilah demokrasi sebenarnya",baru debat saling sikut ilah demokrasi benar,positive
"Semakin mantap ,  Prabowo Gibran❤❤❤",mantap,positive
Bnyak yg dkung gibran ya,dkung gibran,positive
"gatau knp makin yakin sama paslon 02, keren bgt mas gibran makasih banyak ya🤩",gatau knp makin yakin sama paslon keren bgt mas gibran makasih banyak,positive
"Di kira cupu ternyata suhu,, keren mas Gibran 💙✌️✌️✌️",kira cupu nyata suhu keren mas,positive
"Saya sebagai pengusaha muda 29 tahun,,visi misi Gibran sangat cerdas,,saya pilih Prabowo gibran..❤",bagai usaha muda tahunvisi misi sangat cerdassaya pilih gibran,positive
"Mas gibran bijak cerdas menguasai hampir stiap materi, anak muda cerdas👍🏻👍🏻🇮🇩🇮🇩🇮🇩😘🤗🙏",gibran bijak cerdas kuasa hampir stiap materi anak muda cerdas,positive
Mas amin jangan menghayal dana desa 1miliar sj di korupsi dmna mau naik lg jd 5 miliar,amin jangan menghayal dana desa miliar korupsi dmna mau naik miliar,positive
Gibran terbaik walaupun masih muda😂👍,baik walaupun masih muda,positive
48:35 mantap. Realitis fakta....,mantap fakta,positive
"Gibran mewakilkan gen z bgt, ga bertele"" ga muter"" langsung ke intinya aja udahhh",wakil gen bgt tele muter langsung inti aja udahhh,positive
"Disini kita bisa melihat dan mendengar,jadi saya ttp akan memilih prabowo,umur gibran mmg masih muda justru itu,dia lebih tau jiwa² anak muda,yaaa mungkin saja indonesia ini akan lebih baik dari sblm nya amiin,,smangat pak gibran saya pendukungmu..",kita bisa lihat dan mendengarjadi saya ttp akan pilih prabowoumur gibran mmg masih muda justru itudia lebih tau jiwa anak mudayaaa mungkin saja indonesia ini akan lebih baik dari sblm nya amiinsmangat pak gibran saya dukung,positive
Apasih selepat selepet🤣 ngakak loh,selepat lepet ngakak loh,positive
"Ahhhhh keren bangettttt cawapres 2 mas gibrannnn mewakili anak muda Indonesia yg cerdas tegas, saya pilih nomor 2 utk Indonesia emas",keren bangettttt cawapres mas gibrannnn wakil anak muda cerdas tegas saya pilih nomor utk emas,positive
