comment,cleaned_comment
"Semua pd dukung ini ono,sy dukung siapa ya....ah tetep dukung suami sy krj banting tulang buat anak istrinya🤗🤗",dukung ini onosy dukung siapa yaah tetep dukung suami krj banting tulang buat anak istri
Alhamdulilah semuaya bayak bicara di daerah .kadubera kec picung kab pandeglang jalan aja .mash RUsak BANGet.,semuaya bayak bicara daerah kadubera kec picung kab pandeglang jalan aja mash rusak banget
Fanatik boleh TAPI BUKA MATA,boleh tapi buka mata
Perbanyak food estate biar tambah kenyang,food estate biar tambah kenyang
Sgie dlm bahasa daerah,dlm bahasa daerah
Ada yang janggal...kenapa yg tengah mic nya 3?,yang janggalkenapa tengah mic nya
Yang suka buat brita hoax gibran. Apa kabar yaa? Apa makin benci. Berharap kemarin gibran bakal afk. Tapi malah kebalikanya.esmosi aman? Justru cawapres dua punya panggung kemarin. Kwkwkwk mantap masgibran,suka buat brita hoax gibran kabar yaa makin benci kemarin gibran bakal afk malah kebalikanyaesmosi aman cawapres dua punya panggung kemarin mantap masgibran
"Gila no 2 dbessttt 100 nilaiinya🎉🎉🎉🎉🎉🎉🎉, di luar nalar jiwa pemimpin nya mengalah no 1 dan 3 gila2 no debat saya pilih no 22222222222222......🎉😅",dbessttt nilai luar nalar jiwa pimpin nya kalah dan gila debat saya pilih
5M perdesa para kades auto senyum 😂,desa para kades auto senyum
Pak gibran terlalu okk nah..... joss trus pak..,gibran terlalu okk nah joss trus pak
Dukung terus  bapa pra bowo sama mas Jbran terus bagus anak muda bertalenta ❤❤❤❤,terus bapa pra bowo sama mas terus bagus anak muda talenta
Mas Gibran putra mahkota yg layak maju menjadi cawapres,putra mahkota layak maju jadi cawapres
"dari ketiga cawapres kelihatan mana berbicara dengan data dan fakta dan sesuai lapangan.. bukan hanya banyak ngomong banyak cakap tapi isinya Zerooooo… dan tidak konsisten dengan pilihan nya.. bagaimana menjadi seorang pemimpin tapi konsisten dengan pribadi saja sulit, dan bagaimana negara ini maju kalau berbicara saja tidak disesuaikan dengan fakta dan data… 🙌🏻🙌🏻☺️",dari tiga cawapres lihat mana bicara dengan data dan fakta dan sesuai lapang bukan hanya banyak ngomong banyak cakap tapi isi dan tidak konsisten dengan pilih nya bagaimana jadi orang pimpin tapi konsisten dengan pribadi saja sulit dan bagaimana negara ini maju kalau bicara saja tidak sesuai dengan fakta dan data
"PRABOWO - GIBRAN ❤ 
KAB.BREBES FULL SENYUM 😅",prabowo gibran kabbrebes full senyum
All in PRABOWO-GIBRAN,prabowogibran
100 ribu yang kaya kita rubah jadi miskin wkwkw😅😅😅😅,ribu yang kaya kita rubah jadi miskin wkwkw
"Mungkin gibran pintar..tp banyak orang yg lebih pintar...bukan pintar aja yg diperlukan..ETIKA..juga harus disandingkan didalam menanggapi persoalan ..sopan santun ..menghargai..menghormati
Orang yg lebih tua...itulah yg harus disikapi GIBRAN..debat ini....",gibran pintartp banyak orang lebih pintarbukan pintar aja diperlukanetikajuga harus sanding dalam tanggap soal sopan santun menghargaimenghormati lebih tuaitulah harus sikap gibrandebat ini
Maju maas gibrannn 💪💪💪,maas gibrannn
Yuk asam sulfat nya d minum,asam sulfat nya minum
Saya senang sekali ada yg bahas pinjol...pinjol hrs diberantas sampai ke akar2nya...hukum semua yg terlibat pinjol...kasihan yg jd korban..,senang sekali ada bahas pinjolpinjol hrs berantas sampai akarnyahukum semua libat pinjolkasihan korban
"Pola pertanyaan jebakan dari Cawapres Gibran utk istilah-istilah atau singkatan bahasa asing, mirip pertanyaan Pak Jokowi saat debat Cawapres 2019 mengenai Unicorn? Itu tidak fair, bisa jadi yg bertanya juga tdk mengerti hakekat pertanyaannya?",tanya jebak dari utk istilahistilah atau singkat bahasa asing mirip tanya saat debat kena tidak fair bisa jadi tanya juga tdk erti hakekat tanya
"Bravo gibran,malam ini kamu terbaik dlm paparan visi misi dan menanggapi cawapres yg lain",gibranmalam ini kamu baik dlm papar visi misi dan tanggap cawapres lain
"Apakah kesejah teraan kita cukup di beri harapan2 palsu seperti selama ini, pepesan kosong 😂😂😂😂😂",jah tera kita cukup beri harap palsu seperti lama ini pepes kosong
Gibran itu Jokowi versi muda❤️,itu versi muda
Tetap Anies muhaimin no 1,muhaimin
Yg koment gak ada yg dukung cak imin😅😅😅,koment gak ada dukung cak imin
"Si SELEPET MAU BANGUN 40 kota selevel dgn jakarta,,😄🤣🤣",lepet mau bangun kota level dgn jakarta
"Disini saya makin yakin kalo amin it cukup jadi wapres sift malam saja biar semakin nyentrik dongengnya 😂
All in Prabowo 🎉🎉🎉",saya makin yakin kalo amin cukup jadi wapres sift malam saja biar makin nyentrik dongeng
Menurutku Opini visi dan misi Gibranlah yg terbaik di antara cawapres lain..... karena jelas tujuan visi dan misi nya.....visi dan misi cawapres lain bagiku sudah umum....,visi dan misi baik antara cawapres lain karena jelas tuju visi dan misi nyavisi dan misi cawapres lain bagi sudah umum
"ceramah apa debat km nin, gk masuk akal",ceramah apa debat nin masuk akal
Visi misi mah wacana gibran dong sudah teralisasi saya warga solo banga punya walkot seperti gibran,misi mah wacana gibran dong sudah teral saya warga solo banga punya walkot seperti gibran
"Cawapres tua nggak paham apa yang di katakan cawapres muda ,,, padahal apa yg di katakan cawapres muda sudah padat jelas dan singkat, sedangkan cawapres tua sangat berbelit belit dan tidak jelas 🤣🤣,,,, gasss lah Prabowo-Gibran, Gemoy Squad",tua nggak paham apa yang kata cawapres muda padahal apa kata cawapres muda sudah padat jelas dan singkat sedang cawapres tua sangat belit belit dan tidak jelas gasss lah
Aku melihat gibran seperti bj habibi❤,lihat gibran seperti habibi
"Debat yang sangat bagus 👍
Semoga kedepannya Indonesia semakin maju",yang sangat bagus depan makin maju
ALL in Prabowo,all
Wkwkwkwk brand brand.. bs ae die,brand brand die
Pak Mahfud mantap koruptor semua bakal hancur.,mantap koruptor semua bakal hancur
Saatnya yang tua mengakui keunggulan yang muda.,yang tua aku unggul yang muda
"InsyAllah,,,,, Anies & Muhaimin",insyallah
"dari segi cawapres, muhaimin ketinggalan jauh dari 2 cawapres lainnya.
kliatan cuma bisa tebar janji, dan pasti ujung2nya cuma omong kosong. kliatan sih latar belakangnya politikus.",dari segi cawapres muhaimin tinggal jauh dari cawapres lain kliatan cuma bisa tebar janji dan pasti ujung cuma omong kosong kliatan sih latar belakang politikus
Maju teros pak gibran kami mengiginkan pemimpin yg berwawasan dan tegas sepertimu,ros pak gibran kami mengiginkan pimpin wawas dan tegas seperti
Gibran bawa buku? 😃 kok ngeprek yah ga hafal tah haduhh,bawa buku kok ngeprek yah hafal tah haduhh
Mass jbran bagus  debat nya yu temen kita dukung anak muda cerdas ❤❤❤❤,jbran bagus debat nya temen kita dukung anak muda cerdas
Wkt penutup bedaya anak muda tanpa membaca. .. yg sepuh memmbaca naskah…,tutup bedaya anak muda tanpa baca sepuh memmbaca naskah
"2024 Presidenya Anies Baswedan Insya Allah.. Bagi kami debat cawapres tadi malam hanya tontonan biasa tdk akan menentukan kemenangan. Ingat prabowo masih dlm skandal HAM akhr nya dipecat ,kami rakyat Indonesia ingin pemimpin yg bersih.",kami debat cawapres tadi malam hanya tonton biasa tdk akan tentu menang prabowo masih dlm skandal ham akhr nya pecat kami rakyat ingin pimpin bersih
1:19:00 lah ngomongin ibuk sendiri pft perampasan aset,lah ngomongin ibuk sendiri pft ampas aset
Mas Gibran top no  2 menang,top menang
Ditanya apa jawabannya kebon binatang..hadehhh😂,apa jawab kebon binatanghadehhh
Cuma gibran doang gak cuma ngomong tpi sudah teralisasi program program nya,gibran doang gak cuma ngomong tpi sudah teral program program nya
Progam makan siang gratis agak aneh rupanya,makan siang gratis agak aneh rupa
IGE terselepet... Muhaimin masih minus dalam belajar,ige lepet masih minus dalam ajar
Prabowo gibran✌️,gibran
Prabowo-gibran pasti menang,gibran pasti menang
"-pak Gamjar bisa kerjs..❤❤❤
-pak prabowo gak bisa kerja.
-pak anies cuma bisa ngomong😮😮😮",pak bisa kerjs pak prabowo gak bisa kerja pak anies cuma bisa ngomong
Majulah pemuda pemudi indonesia buat masa depan indonesia emas...mas gibran keren,pemuda pemudi indonesia buat masa depan indonesia emasmas gibran keren
semakin mantep buat pilih no 2,makin mantep buat pilih
"Cak Imin pendongeng Yg handal 

Saya nu saya tidak memilih PKB",dongeng handal saya tidak pilih pkb
Gibran ini pak jokowi bangetttt,ini pak jokowi bangetttt
"Anak sama bapak sama aja, bikin janji mudah",sama bapak sama aja bikin janji mudah
"Sadarq semua coba kaji baik2,,,,yang unggul itu Pak MUHAIMIN,,,,,, Amin!!!!",semua coba kaji baikyang unggul itu muhaimin
Slogan cak imin slepat slepet tp gk nyambung..,cak imin slepat slepet nyambung
"Capres no urut 1 jadi wakilnya aja, malahlebih bagus cawapres nya kalo ngomong yg setuju angkat ✋",urut jadi wakil aja malahlebih bagus cawapres nya kalo ngomong tuju angkat
"Di negeri ini ada salah satu anak muda terbaik bangsa  yang katanya masih bau kencur bersemangat untuk memajukan negeri dan sangat berpotensi untuk itu kenapa gak kita dukung terutama oleh para kelompok mahasiswa, 
Why???  L
Lihatlah gagasan yang di sampaikan sangat sangat realistis beda dengan paslon lain , kalau kalian tidak ingin mendukungnya cukup jangan pilih dia,jangan lah mencacinya apalagi sampai bawa"" keluarganya ,belum tentu jg kalian para mahasiswa bs seperti dia ,apa kaya gitu mental para mahasiswa di negri ini ,gak dia gak bapaknya gak ibunya gak sodranya kok kalian hina jg,",negeri ini ada salah satu anak muda baik bangsa yang kata masih bau kencur semangat untuk maju negeri dan sangat potensi untuk itu kenapa gak kita dukung utama oleh para kelompok mahasiswa gagas yang sampai sangat sangat realistis beda dengan paslon lain kalau kalian tidak ingin dukung cukup jangan pilih ajang lah caci apalagi sampai bawa keluarga belum tentu kalian para mahasiswa seperti dia apa kaya gitu mental para mahasiswa negri ini gak dia gak bapak gak ibu gak sodranya kok kalian hina
Gibrannnnn gilakkkkkk ngueri,gilakkkkkk ngueri
Prabowo Gibran menang,menang
imin pucet,imin pucet
Inilah hidup harus balance ketuanya tua yg wakilnya muda.. semangatt pemilu sehat 👍👍👍,hidup harus balance ketua tua wakil muda semangatt milu sehat
Kawal suara yg d laut.jutaan org d laut.,suara lautjutaan org laut
"Yg penting gaji ump naik, harga barang stabil. 
Ini sekarang gaji UMR naik y cuma dikit .",penting gaji ump naik harga barang stabil sekarang gaji umr naik cuma dikit
Mas Gibran ternyata luar biasa.,nyata luar biasa
Kalau aq sich dr pertama mmg prabowo gibran,sich pertama mmg prabowo gibran
"gibran rupanya sama dengan bapaknya dikit2 mau menaikan pajak,ini sangat berbahaya",gibran rupa sama dengan bapak dikit mau naik pajakini sangat bahaya
Melemparkan pertanyaan seperti cerdas cermat. Tdk ngerti caranya berdebat. Disikat pak Anies kapok klen 😂,tanya seperti cerdas cermat ngerti cara debat pak kapok klen
Jauh lebih berbobot debat cawapres. Debat cawapres berasa debat capres. Daging semua.,lebih bobot debat cawapres cawapres asa debat capres semua
Dengan sendirinya air mata ini menetes melihat sosok Jokowi dalam diri Mas Gibran❤❤,sendiri air mata ini tetes lihat sosok dalam diri
Gibran persis bapaknya....😊,persis bapak
Debat cawapres lbh bergengsi dan susai dgn msteri 👍🙏,cawapres lbh gengsi dan susai dgn msteri
"Debat yg sangat berbobot, benar2 adu gagasan, tanpa mnyerang pribadi,,,
Tumben kali ini, bingung mw milih sp tp bukan krn capresnya, tp krn cawapresnya....
Dua yg kuat banget,,,1 mewakili impian2 sy dr dulu, 1 mwakili prubahan nilai hukum...",sangat bobot benar adu gagas tanpa mnyerang pribadi kali ini bingung milih bukan krn capresnya krn cawapresnya kuat banget wakil impi dulu mwakili prubahan nilai hukum
"Setelah liat debat semalam. .  ,ternyata yg di anggap anak ingusan mampu meladeni yg katanya lebih senior....!!!




Debatnya juga lebih oke semalam karena isinya daging semua daripada debat capresnya yg cuma isinya saling menjatuhkan lawan....!!!!",liat debat malam nyata anggap anak ingus mampu laden kata lebih senior juga lebih oke malam karena isi daging semua daripada debat capresnya cuma isi saling jatuh lawan
PrBowo Gibran 🫰,prbowo
"Debat capres saling menjatuhkan
Debat cawapres lebih terarah untuk masa depan indonesia",capres saling jatuh cawapres lebih arah untuk masa depan indonesia
"Ini calon² cocoknya harus seperti ini:
Prabowo - Cak Imin
Ganjar - Gibran
Anis - Mahfud MD",calon cocok harus seperti ini
slepet🥲😭😭😭😭😭,slepet
AMIN Anies Muhaimin yess,amin yess
"Manut ulama, biar ga kecewa di bohongi dengan janji, dan sangat tajam kebawah sedang tumpul ke atas",ulama biar kecewa bohong dengan janji dan sangat tajam bawah sedang tumpul atas
"Hahahahaha gibran yg terlihat planga plongo, malah yg paling berkelas. Wajah itu tidak bisa diukur kepintaraan nya. Wkwkw . Mampooss paslon 1",gibran lihat planga plongo malah paling kelas itu tidak bisa ukur kepintaraan nya paslon
"Kalau masalah dulu mendukung, mega wati dulu mendukung jokowi,csekarang mendukung ganjar., bkn hal yg salah dlm politik.",masalah dulu dukung mega wati dulu dukung jokowicsekarang dukung ganjar bkn hal salah dlm politik
Siapapun pilihan kita.. tetap damai... Tetap cerdas...,pilih kita tetap damai cerdas
Aku ksjsij,ksjsij
Mas gibran the best .muda Genius.dan berhati mulia,gibran the best muda dan hati mulia
02 mantap,mantap
Gibran di tanya lain jawaban nya lain. terus di puji ko bilang orang tendensius la anak emas la. apa yg merata?,tanya lain jawab nya lain terus puji bilang orang tendensius anak emas apa rata
salam 2 jari.......❤❤❤,salam jari
"DOEL KEMIS : Bagaimana program anda untuk mengatasi adanya GMUN yang sudah meresahkan rakyat ini ?

DOEL NJENGGIRAT : Saya kurang tahu apa itu GMUN ???😁

DOEL KEMIS :
GMUN adalah GEROMBOLAN MALING UANG NEGARA 😃😃😃  Belum pernah dengar ya ? 
Sama 🤣🤣🤣

Pendukung Doek Kemis ::: Anda luarrr biasaaaa👍🏻👍🏻👍🏻😍😍😍

Pendukung Doel Njenggirat :
Itu mah cerdas cermat  anak SMP Doel Doel Doel 🤷‍♂️",doel kemis program anda untuk atas ada gmun yang sudah resah rakyat ini doel njenggirat kurang tahu apa itu gmun doel kemis gmun adalah gerombol maling uang negara pernah dengar luarrr biasaaaa mah cerdas cermat anak smp
Cawapres Gibran emang 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,emang
Gibran josss❤❤❤❤,josss
Pak mahfud yg memenangkan debat ini waktu yg diberikan digunakan pas..... Dan semua jawabannya nyambung......,mahfud menang debat ini waktu beri guna pas semua jawab nyambung
JAWA BARAT siap menuju indonesia perubahan. Amin,jawa barat siap tuju indonesia ubah
Sampai sekarang penurunan kemiskinan sudah berapa ya,sekarang turun miskin sudah berapa
"Waktu dulu PDI waktu mau pemilu dulu mau membrantas korupsi,tapi sudah berkuasa 2 priodo,korupsi semakin banyak tapi klu pak Mahmud bilang membrantas korupsi,itu hanya omong kosong,masarakat udah muak dengan janji2 PDIP,kini masarakat butuh perubahan",dulu pdi waktu mau milu dulu mau membrantas korupsitapi sudah kuasa priodokorupsi makin banyak tapi klu pak bilang membrantas korupsiitu hanya omong kosongmasarakat udah muak dengan janji pdipkini masarakat butuh ubah
"Saya sebagai Rakyat Indonesia akan memilih cawapres, klw gk yg paling Muda ya yg paling tuwa, Yg nanggung2 minggir dulu.",bagai akan pilih cawapres klw paling paling tuwa nanggung minggir dulu
Ini baru perwakilan anak muda indonesia...berkelas pemikiran anak muda...kami anak muda mempunyai gagasan yg kongkrit karna kami mau dan kami mampu...bravo GIBRAN...jangan anggap remeh Anak muda bung...,baru wakil anak muda indonesiaberkelas pikir anak mudakami anak muda punya gagas kongkrit karna kami mau dan kami mampubravo gibranjangan anggap remeh muda bung
"Gibran ini sangat sombong, bicara nya sangat tdk menghargai dan sangat sombong pdhal krn tdk tau apa ygdijelaskan",ini sangat sombong bicara nya sangat tdk harga dan sangat sombong pdhal krn tdk tau apa ygdijelaskan
Gibran aku pada mu❤❤,aku pada
Gausah 40 kotaa 🤣 1 ajaa pakk,kotaa ajaa pakk
Yang koar² dukung paslon ini itu artinya ga menyimak debat dengan baik 😊,koar dukung paslon ini itu arti simak debat dengan baik
Bismillah mas gibran wapres indonesia 2024,mas gibran wapres indonesia
KORUPSI ORA BAKAL ISO DILAWAN SOPO AE.....WES NGUNU AE .,korupsi ora bakal iso lawan sopo aewes ngunu
Slepet adek banggg 😅😅😅,adek banggg
"Percuma banson d gede gedein.
Ke rakyat nya ajah gak sampai.
D makan d jalan sama pegawai dan d desa.",banson gede gedein rakyat nya ajah gak sampai makan jalan sama pegawai dan desa
AMIN AMIN AMIN...,amin amin amin
Tetap anisss,anisss
"Keliatan gibran mengeluarkan semua kemampuannya. Dan Prof Mahfud sangat ""ngemong"" Dan mengarahkan.. Sedangkan Satunya.... Alhamdulillah menyimak",gibran keluar semua mampu sangat ngemong arah simak
KORUPSI ORA BAKAL ISO DILAWAN SOPO AE.....WES NGUNU AE .,korupsi ora bakal iso lawan sopo aewes ngunu
Miiin miiin.... Ngawur Kabeh janji muuu,miiin janji muuu
"Kamu kok pinten to toleee gibran, ku kira tidak bisa jawab, ternyata keliatan pinter sendiri, anakku gibran pinterr 😁😁😁 mantab nak",kok pinten toleee gibran kira tidak bisa jawab nyata liat pinter sendiri anak gibran pinterr mantab nak
Sasuke x boruto,boruto
mw dia gibran jd wapres atau gk nnt udh gk pntg lg bwt gw  dr liat  debat dia ini  gw prcya bahwa ank muda jg bs pnya value yg brmnfaat  asal trs bljr n brusha walaupun banyak  diremehin org,dia gibran wapres atau nnt udh pntg bwt liat debat dia ini prcya bahwa ank muda pnya value brmnfaat asal trs bljr brusha walaupun banyak diremehin org
