cleaned_comment,cluster
ngejual agama blunder parah wkwkw ngakak gus gus jadi juri dangdut akademy aja mending jual agama masih aja blunder wkwkw all keluarga ncang ncing aye milih semua,7
banget gibran njir mvp,7
masih ragu sama anak muda inisudah jawab,2
imin bener banget sekarang ini banyak dompet rakyat tipis rekening gemuk sudah cashless,7
all orang waras prabowo gibran jawa timur,7
kita tau klo calon dari pdip bukan calon pimpin benar calon benar ada balik meja paham pasti milih gemoy,7
nggak per panitia pakai alat bantu suara jarak jauh memalukanhanya orang bodoh tidak erti,7
jangan ragu anak muda,2
mas gibran mantab,8
kenapa ada yang bicara udah belakang,7
mahfud lebih oke,7
dari awal ragu gibran telah lihat debat ini saya tidak ragu dan dukung prabowo gibran closing dari gibran buat haru dan lihat sosok nasionalis dan tidak sombong,8
tampil perkasa bagai hayam huruk pinter dan cerdass,7
sayur lebih ngeri ngeri sedap nyata,7
pretttt utang nambah terus dan bengkak uangya korupsi kah atau mana doang bohongin terus,7
muka gibran tdk sinkron dgn apa ucap hasil hafal kah,6
klo pak yusril,7
dukung gibran mantapppp,7
panggil aku anak kecil paman,2
apa kabar dengan orang yang ingin lihat gibran keos acara ini wkwkwkwk all prabowo gibran,7
jozzzzz,7
uda pasrah aja kalah anies hebat tapi penghianat wkwkw saing paling kuat dan,7
diamsekali gebuklawan tak akan bisa bangkit lagisemangat dan optimis mas gibran kita dukung dengan doa tulus,7
gibran the best,10
imin ini,7
muda all prabowo gibran menang telak,5
latih berapa kali itu bisa pas gitu saya aku hafal cukup baik kali ini,6
imin minim gagas,7
visi misi dan program gak jelas,7
lihat gibran ngmng merinding sekali seakanakan pak jokowi ngmng klo tidak lihat memang benar buah jatuh tak jauh dari pohon bukan hanya suara cara berfikir dan watak sama kyk pak jokowi tak perlu bnyk bicara sedikit bicara bnyk krjtetap nderek pak jokowi,7
the best yes,10
nanti menang mereka adalah putra baik bangsa,5
mantabe,7
gaming wktunya anak muda aksi mas,2
ada swaranya,7
pak prabowogibran pilih lupa pak mahfud masuk kabinet pembagunan jdikan ketua kpk jujur kecerdasanya,7
satu,7
bisa debat juga,7
tarik dengan jawab mas gibran waktu saya praktik ners komunitas keluarga dan turun tangan langsung masyarakat bawah bina dri puskesmas bnyk skli stunting ini memang jadi masalah masalah sehat pada anak besar indonesia infrastruktur sosial apa mas gibran jawab stunting selaras dengan sanitasi air bersih betul skli stunting itu akibat dri gizi kurang apalagi kasus trbnyk karena faktor ekonomi kurang tahu orang tua dan buruk sktr rmh serta lingkung tdk baik kumuh salah satu sanitasi air bahas sanitasi air bersih jika sanitasi air bersih jalan maka bukan lagi untuk atas stunting saja tetapi dampak akan lebih luas lgi yaitu untuk keluarga itu sndri dan masyarakat luas gibran,7
gibran best the best,10
telah bukti diri bukan bocah gak bisa bicara,7
paling tonjol dan sangat bijak,7
ngapain pke mic dua apa dia lupa klo udh ada mic tempel,9
lihat debat saya alih dukung,7
debat kalau tidak realisasi sama saja ini,7
saja,7
hati pake otak satu sumur resap tidak pake otak dan tdk pake hati,7
gibran josss gandos,7
timur prabowo gib,7
imin banyak omong bicara halu kaya lagi mabuk,7
tarik nafas dan nelen ludah ghibran panik,7
kaya bapak nya simplesmart mudah erti tiap jawab nya siap untuk,7
khusus tetap dan,7
all prabowogibran,7
sejuk kepemimpinana pak prabowa sudah mulai asa allah bimbing pimpin negeri ini indonesia jadi pimpin adil moga allah makmur negri ini allah jaga pimpin kami dari kuasa serakah dan ambisius,7
pilih,7
gibran rakabuming raka mantaapp,7
niat dan tuju hanya pilih nomor,7
mah panggung org bilang bocil jawab paling oke dia,7
saya saya,7
infrastruktur sosial makan siang gratis,7
calon presiden bagustp pada salah pasang smua,7
mas,7
yang terpentingmas gibran bukan sosok yang mudah sogokmesti tetap jaya indonesia,7
mahfud mic nya mic nya,9
tau ibukota jumlah duduk jakarta banyak sekali sudah ada solusi baik untuk transfer duduk kalimantan supaya udara jakarta lebih bagus karena kurang jumlah duduk sana solusi baik yang bagaimana lagi yang ingin sampai saya pilih,7
mantap bismillah,7
gibrann kerenn bangett pateenn majuu terus mas semua omong orng remeh dan kecil mampu mas gibran hanya karna masih muda jelass kan pikir anak muda lebihh baik beliau bisa berdebatt dan ter baik dari lian prabowo gibran pokoknyaa paling cocok untuk pimpin pragib terbaikkk,2
salah nilai bocildari sini belum pihak kepda telah saya lihat saya makin yakin untuk asal jangan pernah pikir untuk,7
ampunnn serta langkah dan untuk tahun depan luarrr biasaaaaaa,7
sama mata sampe begadang terus lanjut,7
tetap rendah hati tak perlu keras jawab tanya begitu juga bagus,7
koq pakai double mic rusak kah nempel wajah itu koq diam ajangak dibnrin micnya,7
kami sejak pertama tetap dukung anies baswedan tuju ubah amiin,7
pemuda pimpin lama ini pemuda selalu remeh,7
gibran like bio solar bio aftur pooh metu,7
sepele nyata nyata,7
bangun untuk akai yah,7
mas seperti tekan gitu,7
mas gibran taring sdh keluar diam mantap,7
jago kami ntt,7
mana butet kertarajasa,7
juga awalny raggu telah liat debat cawapres ini smart lho jwbny sesuai fakta ada,7
ekomentar smua tentang gibran berkulitas sih kokoh pilih,7
bonga blimbing sayur puji idungnya terbang singgung urat putus,7
muda fres,2
sdh ada otak dan siap kerja yang lain,7
kenapa,7
pgri,7
gibran pake mic lagi debat cawapres nnti coba usah lagi pake mic,9
goyah walaupun tatag bicara akan mampuh bangun sudah jelas rekam jejak,7
nyangka sih bisa jawab cawapres lain dgn baik ragu pilih karena cawapres liat debat akhir mantap pilih,7
ini pak dia polhukamselama ini ngapain aja kalau bgtu,7
jelas coblos kita keluar dari pdip biar negara maju,7
sangat matang,7
gibrann aku padamuuuuu,7
gratis tri ngutang yah dapat ngutang bayi aja bejus jangan thn sekali jangan jangan kaya mobil smk ngibul doang,7
mahfud hampir semafut mau jatohkan gibran tapi takut bos,7
hati pakai otaksetuju bukan pakai emosi emosi pada tempat nya,7
prabowo gibran,8
sgie aja gak tau berrti gus sama donk sama saya gak beda saya dengan anda tum partai bas islam,7
yuk jangan sampe kalian salah pilih caprescawapres udah jelas kan layak sih,7
bobot sekali banyak slepet,11
mah koar koarr aja kalo lain lengah langsung ulti,7
gibran mvp cuii,7
mas,7
gibran luar biasa,8
tambah yakin dengan ada debat ini,7
makan janji hati,7
gibran,8
udah habis akal,7
yes,7
pnting bukti aja klo jadirakyat mnggu kalian debat kan,7
baru adu gagas,7
gibran itu suhu bener,7
jelas juga,7
yakin pilih capres dan cawapres lebih matang dalam hal komunikasi dan wawas depan,7
sampai visi misi malah bacain kritik,7
baik,7
debat asa lihat,7
yang muda untuk berkaryaindonesia perlu regenerasi samping kolaborasi dengan senior,7
boruto ilmu tinggi juga,7
gibran paling tau masalah rakyat dan pikir anak muda itu kita juga butuh pimpin muda kalo dibandingin sama ibuk beda gibran udah sarjana kok,2
srlamst anak muda potensial,2
the real next jokowi adalah gibran sangat cemerlang,7
dan keringat tenang tanpa keringat,7
dari awal aku dukung gibransetelah debataku pindah pilih dari amininilah debat mantapcoblos,7
sabdnie pak seluruh jabat atau baca berita seluruh dunia belum singkat depan urai dulu contoh kecil saja atau idf atau asn atau ikn karena bisa juga ikn singkat atau kan gantung pak makanya butuh jelas depan pak mabdnsingkatan tuh pak,7
program cuman bansos ditingkatkandigratiskan semua serba suapin aja masyarakat paham banget paslon orang miskin dan males cuman butuh disuapin doang gimik slepat slepet makin paham pola,7
nya ragu rama gibran sekarang uwuuuuu,7
ada nya gitu,7
muda siap karya mantul dan juga tdk baca teks,2
masih anak dengan gaji segitu belum juga mreka anak maaf pulung luar sana sekolah anak,2
dari salam aja ras,7
tepat untuk pilih krn bukti sangat cerdas,7
cak ojo boco teks cak wangel iki cak imin,7
dulu sdh mantap pilih,7
yes,7
cak imin saya jadi makin yakin pilih nomer,4
liat mimin orasi tidak jauh dgn ninis yaitu prioritas ayat kota baru level jakarta politikus omong itu pake otak rakyat tidak bodoh broww,7
moderator harus buka amplop nya sambil diri semua orang tau kalau moderator nya sedang buka amplop,7
mas gibran cerdas,8
pilih,7
sama kaya bapak nya jadi bakal jauh cara mimpin nya kita ken lebih baik lagi,7
boleh bangga dgn title tapi pragib bangga dgn kwalitas dan sikap tulus,7
cak imin gibran prof mahfud,7
imin ngarang bebas,7
oke gibran sih visi misi nya jelas dan arah,7
kelas seperti itu yah makin yakin kalau pasang itu hanya bisa dongeng sih sok sok jelekin kerja bro kalian dua tidak ada apa apa nya dengan kita,7
kalo janji sih bisa setinggi langit kaya buaya darat tapi realititasnya harus sesuai janji jangan kayak buaya darat tetap trackrecord dan prestasi yang akan tentu depa apa punishment anda bila janji anda tidak bukti ada reward ada punishment,7
dulu ngomong brantas korupsi malah dia tukang korupsi,7
awal gue yakin mas ini sebenernya punya insights luar biasa luas cuma emang mungkin publik speakingnya aja yang kurang asah kesini makin lihat kan kalau beliau bobot mas,7
jatuh tak jauh dari pohonya anak pun mas pasti juga forever satu putar,3
kira mas gibran bakal masak tau dia yang masak,7
kan mana kmaren untuk debat bagus,7
sdh saya duga hindar cheating next kpu adil ini sampai guna tiga mic sekaligus held set guna juga ada earphone siapa bisa feeding lain beda ambyar sadar diri lah,7
gibran luuuuuv,7
anak anak muda,2
wapers nya lbih punya wawas lbih gmpang untuk mngrti,7
jatuh tak jauh dari pohon pinternya mirip pak jokowi saat debat dulu sbg capres nya mudah paham sangat isi tuju jelas dan jawab sinkron dengan tanya job generasi muda terus bangsa,7
panad,7
sini lebih baik dari dan amin jauh tinggal debat ini harus aku lebih unggul jika kalian erti yang debat kan ini tetap saya pilih nomor,7
kota tara jakarta wah wah,7
nggk bisa nangkep jelas cawapres,7
pada mas gibran,8
keras kerja cerdas prabowo gibran dari sumsel,7
waktu nyoblos aku kertas suara aku bukanomor kertas suara aku coblosno kertas suara aku tutup,0
pikir gibran adalah pikir pak jokowi,7
kali ini wakil anak muda gegana genius and,2
fokus pada fisi misi dan gagas untuk bangun negri tanpa jatuh lawan serang dgn sopan hanya balik ucap lawan mantapp,7
generasi muda untuk produktivitas nasional tuju emas hukum tanpa pandang bulu dan janji your choice,7
closing statement tanpa contek moga makin sejahtera,7
gibran ngomng asal data planet mars wkwkwkliat donk jogja lebih tinggi soloko balik wkwkwk ngawuurrrrrrr,7
hebat gibran,8
mirip bgt bapak agak ngegas dikit darah muda mas wali,7
keluarga tdk akan salah pilihp,7
sulap kota,7
diam itu emas,7
pak mahfud itu balik kan sat set kok tulis tas tos,7
mas the best,10
baru gibaran betul bukan bocil ingus tidak ragu dukung,7
sama sama lambe lam,7
saya liat pak mahfud selalu tuju sama mas dan mereka selalu tentang sama gus imin jelas paling masuk akal itu siapa,7
terang awal ragu ragu pil paslon mana sdh mapan pilih prabowo sempat anak muda pimpin republik ini karena tua pada korupsi,2
pinter bgt semua base data,7
banyak slepet ketimbang anu,11
muda pikir mntap mas salut gua,2
kalau ala anak untuk bansos sekolah milliaran mesum rangkai kata dan bagai senjata propaganda orang dan akan kena hal ini,7
lah niru pak gibran maju blg gak tau cara public speaking skill kwkwkw,7
ratu adil mahfud,7
jgn hancur indonesiapilih antara atau anggep aja ada,7
gibrannnnnnnn gilaaaa cuyyy all,7
maju terus bukti kalau pborowo,7
poltik duit negara juga garong malas pasti senang dengan visi misi bakal subsidi terus jabat tahun utang numpuk hasil ada sampai jadi lagi era belum pak,7
giamna yah makan siang gratisga bayang apakah benar uang bisa tesalurkan dengan transparan habis itu betpa crowdednya orang maw makan gratis kalo orang ambil dana bos atau pas minyak naik orang ampe empet ambil minyak murah bikin antri ampe malam kli yah antri kalo antar rumah dan sdm lagimemang sama saja lahjanji kampanye,7
pintar ngomong gibran hahaha,7
sejak beliau calon diri bagai capres,7
dukung dari dulu pak prabowo moga sukses pimpin bangsa dengan seoenuh hati,7
pintar itu tidak perlu lihat kalau dia pintar ckup diam dan amat dan hancur lawan mantappp menang,7
luar biasa visi sampai oleh grk benci kata blimbing sayur lgsg gigit jari,7
baca menghapal tuhdikit lirik catat,7
aja buat surya paloh kalau nyapres ini anies gagal hati semua kedok buruk dan rahasia buk babat habis spt anies ini tdk tau terimakasih bukti dng cara rendah dan olok pak jokowi dan prabowo,7
maju gibran prabowo ngomong realita aja langsung ketimbang janji tak kunjung datang,7
winner,7
yang komen dukung paslon kok dikit nih tumben gak kaya mayoritas pada komen dukung paslon padahal paslon juga gak jelek amat tapi mungkin lebih tarik paslon atau malah paslon tapi silent aja,7
kasih uang bonus demografi korupsi pilih mana,7
ingin indonesia lebih maju dan lebih modern pilih lah karna anak muda lebih kualitas tpi klo anda ingin indonesia tetap jadul pilih lah karna blum pintar pakai google dan kalau anda ingin susah bisnis pilih lah karana minta trik sama sekian,2
gibran josss,7
cawapres ini makin yakin,7
natal dan oleh,1
gibran wakil pemuda indonesia,7
ayah ibu skrg dukung prabowo gibransetelah lihat keberanianyaluar biasaaa,7
karbitan mana ada kualitas kwkkwkwkwk,7
ini panggung anak,2
hakkul yakin kualitas,7
umkm,7
ayah ibu skrg dukung prabowo gibransetelah lihat keberanianyaluar biasaaa,7
tenggara tetap menang,5
innalillahi wainnailahiroojiuun,7
banget visi misi tuju cuma untuk pakai duit negara cuma untuk bansos ada buat masyarakat malas dan berfoyafoya sih dengan duit itu dia seperti akan mudah tarik suara orang orang lemah bakal maju tang pimpin kya gin ada pikir untuk maju masa depan mending visi misi pak mahfud ingin berantas korupsi visi misi insyaallah akan guna untuk generasi rakyat,7
debat paling joos krna tidak mnjtuh lawannyasblum jawab dia mintak pribadi sangat bagus,7
the,7
haru liat mas gibrankagum dan takjubtak jauh dari pak jokowi sehat mas keluarga org baiksabarbgtupun dgn pak prabowo pilih nanti pak all prabowo,7
hafal,6
mvp mvp,7
liat muka aja muak,7
gibran memang yang paling matang banding calon lain yes,7
mas gibran tiap tanya paling masuk akal kalo yng lai ngambang,7
makin yakin menang,5
sangat santun profesional bicara sangat jujur,7
pas sampai visi misi kok seperti contek wkwkwk,7
dri debat gibran mnang bnyk tpat waktu ntt urut,7
beda pilpres begitu hebat mampu debat dan tetap rakyat pilih yang lain,7
menit ada cwe bisikin udah,7
ubah lebih baik amin robbalalamiin,7
benar kualitas berani hadir tiap debat krn dia akan uji dgn bagai tanya dan solfing problem baswedan adalah sosok cerdas dan amanah mampu bawa bangsa indonesia maju adil dan sejahtera utk semua,7
nyangka aku mas luar biasa banding nomor dan maju mas,7
memang capres cawapres urut itu suka banget bual yah kalo ngomong kaya ngebohongi anak,7
jangan anggap remeh orang,7
anis for indonesia debat indonesia btuh transform kuasa dan stabilitas ekonomi dan social,7
ada ragu saat nya yang muda untuk terbang,2
nya ganjar over acting mungkin tanda mau naik,7
pada salah paslon semua pilih cawapres tpi menang wilayah president karena historynya dan akan ada dinasty politik partai,7
pakar politik dari partai penusung atau pasang anggap debat cawapres tidak akan mampu jawab tanya dan dan bahkan ada kata adalah anak kemaren soreada kata anak mas ingusanternyata orang anggap seperti ini mampu saing beliau cak dan bukti saat debat cawapres suatu ingat pada siapa agar tidak selalu remeh orang lain,7
salut maju ros mas gibran rakabuming raka kami bagai anak muda bangga dengan mas gibran pak prabowo and mas gibran pimpin kita lanjut,8
skip dulu dan masih bingung antara dan punya pimpin tenang dan cerdas,7
pakmahpud kalau tau ada korupsi tanah laut dan udara kenapa gak lapor kpk,7
sama translatornya keren banget gesturnya,7
calon tentu ingin lbh baik sesuai harap rakyat cuma klo debat dpt ini terlalu pengaruh kpd dukung masyarakat,7
